instance,source,domain,stratum,declared_result,distinct_definite_answers,modes_solved,modes_run,answer_A_cadical,answer_B_kissat,answer_C_lkk_cadical,answer_D_lkk_kissat,answer_E_lkk_selector,conflicting_answers,disagrees_with_declared,passed
uf200-060.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-062.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-063.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-064.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-065.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-066.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-067.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-068.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-069.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-07.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-070.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-072.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-073.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-074.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-075.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-076.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-078.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-08.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-080.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-081.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-082.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-083.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-084.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-085.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-087.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-088.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-089.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-09.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-092.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-093.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-094.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-095.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-096.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-097.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-098.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf200-099.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-01.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-010.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-0100.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-013.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-015.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-017.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-018.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-019.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-02.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-021.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-022.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-023.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-024.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-025.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-026.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-027.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-03.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-031.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-032.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-034.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-035.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-036.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-037.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-038.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-039.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-04.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-040.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-041.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-042.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-043.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-044.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-047.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-049.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-05.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-050.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-051.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-052.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-053.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-054.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-056.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-057.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-058.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-060.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-061.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-062.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-063.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-064.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-065.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-066.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-067.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-069.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-07.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-070.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-071.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-072.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-074.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-075.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-076.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-077.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-078.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-079.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-08.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-080.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-081.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-084.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-085.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-088.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-089.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-090.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-091.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-093.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-095.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-096.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-097.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-098.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uf250-099.cnf,SATLIB,random_control,resource_allocation_like,SATISFIABLE,SATISFIABLE,5,5,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,SATISFIABLE,False,False,True
uuf200-01.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-010.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-011.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-012.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-013.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-014.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-015.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-016.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-018.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-020.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-021.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-022.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-024.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-025.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-026.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-027.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-028.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-029.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-030.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-031.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
uuf200-032.cnf,SATLIB,random_control,resource_allocation_like,UNSATISFIABLE,UNSATISFIABLE,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,False,False,True
